phone_number,attempted,attempts,disposition,support_smith,environment_thermometer
4100008970,TRUE,2,1,1,8
4107542610,TRUE,1,0,NA,NA
4101462223,TRUE,1,1,0,8
4101419231,TRUE,1,1,1,7
4103659604,TRUE,1,1,1,9
4105866170,TRUE,1,1,1,NA
4107047531,TRUE,1,1,NA,6
4101311789,TRUE,1,1,1,6
4107692299,TRUE,2,1,1,6
4107203399,TRUE,1,1,NA,10
4108359708,TRUE,1,1,1,9
4108134402,TRUE,1,1,0,4
4102479799,TRUE,1,1,0,4
4101187120,TRUE,1,0,NA,NA
4105644539,TRUE,1,0,NA,NA
4105289280,TRUE,1,1,1,7
4107028728,TRUE,1,0,NA,NA
4107247792,TRUE,1,0,NA,NA
4106065027,TRUE,1,1,1,5
4107995829,TRUE,1,1,1,3
4101057644,TRUE,1,1,1,7
4104243891,TRUE,1,0,NA,NA
4100985565,TRUE,2,1,1,5
4105351386,TRUE,1,1,NA,5
4103061612,TRUE,1,0,NA,NA
4105008504,TRUE,2,1,0,7
4100464457,TRUE,1,1,1,10
4101371061,TRUE,1,0,NA,NA
4107757230,TRUE,1,0,NA,NA
4104100230,TRUE,1,1,1,7
4104347926,TRUE,1,0,NA,NA
4100320286,TRUE,1,1,1,6
4105444626,TRUE,1,0,NA,NA
4108804217,TRUE,1,1,1,6
4104501166,TRUE,1,0,NA,NA
4105660037,TRUE,2,0,NA,NA
4104388405,TRUE,1,1,1,5
4102251064,TRUE,1,1,1,6
4100453195,TRUE,1,1,1,4
4104430710,TRUE,1,1,0,10
4101308014,TRUE,1,1,1,10
4104373043,TRUE,1,1,1,10
4103207338,TRUE,1,1,0,3
4105288902,TRUE,2,0,NA,NA
4103606211,TRUE,1,0,NA,NA
4104711686,TRUE,2,1,1,5
4101594479,TRUE,1,1,0,7
4108837074,TRUE,1,1,0,5
4108699755,TRUE,1,1,0,6
4105952252,TRUE,1,0,NA,NA
4109990841,TRUE,1,1,1,NA
4107126125,TRUE,1,0,NA,NA
4107172801,TRUE,2,0,NA,NA
4106209067,TRUE,2,0,NA,NA
4102662772,TRUE,2,1,0,6
4101342917,TRUE,2,1,1,7
4101096873,TRUE,1,1,1,6
4100380818,TRUE,1,1,0,2
4102940120,TRUE,1,1,1,7
4109996997,TRUE,2,0,NA,NA
4102822617,TRUE,1,1,1,6
4105888215,TRUE,1,1,1,9
4103556287,TRUE,1,1,1,5
4108800273,TRUE,1,1,0,2
4100283206,TRUE,1,1,1,5
4105490651,TRUE,1,1,1,10
4103408535,TRUE,2,1,0,6
4107672760,TRUE,2,1,0,NA
4109801142,TRUE,1,1,1,7
4106589350,TRUE,1,1,1,8
4104814214,TRUE,1,1,0,8
4104501614,TRUE,1,1,1,NA
4109230984,TRUE,1,1,1,7
4103540588,TRUE,1,1,0,3
4104704326,TRUE,1,1,1,4
4102478439,TRUE,1,1,1,7
4101165732,TRUE,1,1,1,6
4107450808,TRUE,1,1,NA,9
4102380677,TRUE,1,1,1,3
4104363085,TRUE,1,1,1,5
4109153889,TRUE,1,1,0,5
4104035117,TRUE,1,1,1,NA
4107428438,TRUE,1,1,1,6
4104447304,TRUE,2,1,1,6
4102607300,TRUE,1,1,1,4
4103073627,TRUE,1,1,1,6
4102689977,TRUE,1,1,0,4
4101013023,TRUE,1,1,NA,4
4101546164,TRUE,2,1,1,5
4100855133,TRUE,2,1,0,9
4109166990,TRUE,1,0,NA,NA
4106402154,TRUE,1,0,NA,NA
4103722875,TRUE,1,0,NA,NA
4106091547,TRUE,1,1,1,5
4108855897,TRUE,1,1,1,8
4101037963,TRUE,1,1,1,3
4105921426,TRUE,1,1,0,NA
4108675521,TRUE,1,0,NA,NA
4108634122,TRUE,1,0,NA,NA
4101261508,TRUE,1,0,NA,NA
4103618226,TRUE,1,1,0,5
4100641811,TRUE,1,1,1,5
4108771894,TRUE,1,1,0,8
4107692528,TRUE,1,1,1,6
4100549361,TRUE,1,1,0,4
4101129906,TRUE,1,1,0,9
4104017191,TRUE,1,1,NA,8
4102391042,TRUE,1,1,0,10
4105927231,TRUE,1,1,1,4
4109748370,TRUE,1,1,NA,9
4109810249,TRUE,2,1,0,NA
4103466525,TRUE,1,1,1,10
4104636817,TRUE,1,1,0,9
4105834163,TRUE,1,0,NA,NA
4104403415,TRUE,1,1,NA,7
4106555560,TRUE,1,1,1,10
4103602869,TRUE,2,0,NA,NA
4103961587,TRUE,2,0,NA,NA
4103673605,TRUE,1,1,1,8
4103817275,TRUE,1,0,NA,NA
4101116315,TRUE,1,1,1,4
4100928033,TRUE,1,0,NA,NA
4100508875,TRUE,2,1,1,6
4103207597,TRUE,1,0,NA,NA
4104859913,TRUE,1,1,1,6
4106249136,TRUE,2,1,1,5
4105970285,TRUE,1,1,0,2
4109560661,TRUE,2,1,NA,2
4100018801,TRUE,1,1,1,7
4103969376,TRUE,1,1,1,3
4101206574,TRUE,2,1,1,5
4100635042,TRUE,1,1,1,5
4100486767,TRUE,1,0,NA,NA
4105569391,TRUE,2,0,NA,NA
4100379120,TRUE,1,1,0,7
4107725485,TRUE,2,1,NA,8
4104478753,TRUE,1,1,0,6
4107214133,TRUE,1,1,0,7
4102987339,TRUE,1,0,NA,NA
4109075368,TRUE,1,1,1,5
4108498356,TRUE,1,0,NA,NA
4100162577,TRUE,2,0,NA,NA
4103564002,TRUE,1,1,0,5
4101179001,TRUE,1,0,NA,NA
4106558383,TRUE,1,1,0,7
4100303777,TRUE,2,0,NA,NA
4102995225,TRUE,1,1,1,9
4106192193,TRUE,1,1,1,4
4100831519,TRUE,1,1,1,4
4107843437,TRUE,2,0,NA,NA
4109210883,TRUE,1,0,NA,NA
4103055470,TRUE,1,1,1,NA
4107797406,TRUE,1,0,NA,NA
4105752039,TRUE,1,0,NA,NA
4108141234,TRUE,1,1,NA,7
4104127780,TRUE,2,0,NA,NA
4101434549,TRUE,1,0,NA,NA
4106695425,TRUE,1,1,0,8
4108198860,TRUE,1,0,NA,NA
4100399323,TRUE,1,0,NA,NA
4106547826,TRUE,1,1,1,3
4106058473,TRUE,1,1,0,10
4105698605,TRUE,1,1,1,3
4108381756,TRUE,1,1,0,5
4106070226,TRUE,1,1,0,2
4102188697,TRUE,1,1,1,6
4104721417,TRUE,1,1,NA,6
4106435180,TRUE,1,1,NA,5
4101210327,TRUE,2,1,1,1
4102769746,TRUE,1,1,0,NA
4108776293,TRUE,1,1,0,NA
4105246283,TRUE,1,1,0,8
4103597558,TRUE,2,1,0,6
4108313405,TRUE,1,1,0,5
4102159117,TRUE,2,1,1,4
4100517463,TRUE,2,1,1,NA
4101023635,TRUE,1,0,NA,NA
4101720516,TRUE,1,1,0,5
4104454949,TRUE,1,0,NA,NA
4107066972,TRUE,2,1,0,5
4101816361,TRUE,1,1,0,10
4103616589,TRUE,2,0,NA,NA
4107328458,TRUE,1,1,0,6
4109051738,TRUE,1,1,0,5
4102922059,TRUE,1,1,1,6
4100713710,TRUE,1,0,NA,NA
4101637350,TRUE,1,0,NA,NA
4105982049,TRUE,1,0,NA,NA
4100444546,TRUE,2,1,1,7
4106130230,TRUE,1,0,NA,NA
4104197829,TRUE,1,1,1,5
4101556730,TRUE,1,0,NA,NA
4109880843,TRUE,1,0,NA,NA
4109032763,TRUE,1,1,0,10
4105142627,TRUE,2,1,0,6
4104218437,TRUE,1,1,1,8
4107458819,TRUE,1,1,0,7
4101727915,TRUE,1,1,1,8
4108651855,TRUE,1,1,1,10
4103485002,TRUE,1,1,0,9
4104092546,TRUE,1,1,0,NA
4104658513,TRUE,1,1,1,6
4104423679,TRUE,1,0,NA,NA
4102554520,TRUE,1,1,0,NA
4105592107,TRUE,1,1,1,5
4108567229,TRUE,1,1,1,4
4104961385,TRUE,1,0,NA,NA
4107981119,TRUE,1,1,0,5
4102680338,TRUE,1,0,NA,NA
4108827072,TRUE,1,1,1,4
4102021209,TRUE,1,1,1,4
4100480025,TRUE,1,1,0,10
4101724410,TRUE,1,1,0,8
4100570549,TRUE,1,0,NA,NA
4100567340,TRUE,1,1,1,5
4108001938,TRUE,1,1,1,5
4101767340,TRUE,1,1,1,2
4100534704,TRUE,1,1,0,5
4100980819,TRUE,2,0,NA,NA
4107679969,TRUE,1,1,0,5
4108075879,TRUE,1,0,NA,NA
4109656698,TRUE,1,1,0,6
4104636417,TRUE,1,0,NA,NA
4106056703,TRUE,1,1,0,2
4106735172,TRUE,2,1,1,1
4102829795,TRUE,2,1,NA,5
4100934615,TRUE,1,1,1,5
4109969120,TRUE,1,0,NA,NA
4104832340,TRUE,1,1,NA,7
4100668354,TRUE,1,0,NA,NA
4106478092,TRUE,1,1,1,8
4101346480,TRUE,1,1,NA,10
4100710743,TRUE,2,1,0,7
4106973362,TRUE,1,1,1,4
4107961600,TRUE,1,1,0,7
4100459356,TRUE,1,1,0,9
4103835527,TRUE,1,1,1,7
4106409358,TRUE,1,0,NA,NA
4100192601,TRUE,1,1,0,9
4107909675,TRUE,1,1,1,5
4101560271,TRUE,2,1,1,3
4106800817,TRUE,1,1,NA,6
4106685408,TRUE,1,1,1,5
4100694667,TRUE,1,1,0,7
4104013076,TRUE,1,1,1,4
4100041435,TRUE,1,1,1,3
4107042311,TRUE,1,0,NA,NA
4107352179,TRUE,1,1,0,2
4103858090,TRUE,1,1,1,5
4103732582,TRUE,1,1,NA,4
4102627363,TRUE,1,0,NA,NA
4108420382,TRUE,1,1,0,7
4107181023,TRUE,1,1,1,9
4108722373,TRUE,2,1,1,5
4102372853,TRUE,1,0,NA,NA
4108443661,TRUE,1,1,1,6
4106925858,TRUE,1,1,0,6
4108204556,TRUE,1,1,0,5
4102022870,TRUE,1,1,1,5
4104154159,TRUE,1,1,1,4
4102858809,TRUE,1,1,NA,6
4101022621,TRUE,1,1,0,6
4104962194,TRUE,1,1,1,5
4109287893,TRUE,1,1,1,9
4106345915,TRUE,1,1,1,9
4104557149,TRUE,2,1,NA,5
4109800943,TRUE,1,1,1,4
4105728066,TRUE,2,0,NA,NA
4108086922,TRUE,1,1,0,6
4107170165,TRUE,1,0,NA,NA
4107190587,TRUE,1,1,1,3
4104651805,TRUE,1,1,1,8
4104253508,TRUE,1,1,NA,5
4108706860,TRUE,1,1,0,7
4109758869,TRUE,2,1,1,9
4104836056,TRUE,1,0,NA,NA
4103535670,TRUE,1,1,1,4
4105005092,TRUE,2,0,NA,NA
4107118628,TRUE,2,1,1,8
4102059970,TRUE,1,1,0,1
4100055466,TRUE,1,0,NA,NA
4101052298,TRUE,1,1,1,9
4104384078,TRUE,1,1,1,5
4103033130,TRUE,1,1,NA,8
4102221156,TRUE,1,1,1,4
4100788475,TRUE,1,0,NA,NA
4100654025,TRUE,2,1,0,10
4106413960,TRUE,2,1,1,5
4106989498,TRUE,1,1,0,3
4101356904,TRUE,1,0,NA,NA
4105420982,TRUE,2,1,1,10
4100762288,TRUE,1,1,0,5
4100989519,TRUE,1,1,0,5
4106519171,TRUE,2,1,0,10
4107468771,TRUE,1,0,NA,NA
4109324786,TRUE,1,1,1,2
4106341441,TRUE,1,1,1,5
4106413717,TRUE,1,0,NA,NA
4106563945,TRUE,1,1,0,6
4101128970,TRUE,1,1,1,10
4103344469,TRUE,1,1,1,9
4106031282,TRUE,2,0,NA,NA
4100229962,TRUE,1,1,1,6
4105835866,TRUE,1,0,NA,NA
4102207692,TRUE,1,1,0,5
4100998185,TRUE,2,1,1,10
4108521891,TRUE,1,1,NA,3
4107585687,TRUE,1,1,1,7
4101228540,TRUE,1,1,1,6
4109208047,TRUE,1,0,NA,NA
4108130742,TRUE,1,0,NA,NA
4102071035,TRUE,1,0,NA,NA
4108539367,TRUE,1,1,0,NA
4102929768,TRUE,1,1,1,9
4101700002,TRUE,1,0,NA,NA
4105865592,TRUE,1,0,NA,NA
4102269405,TRUE,1,1,0,7
4106437857,TRUE,1,1,0,6
4100679359,TRUE,1,0,NA,NA
4108625954,TRUE,1,0,NA,NA
4102420583,TRUE,1,1,0,6
4102006094,TRUE,1,1,1,2
4106348722,TRUE,1,0,NA,NA
4108104449,TRUE,1,1,0,5
4108022612,TRUE,2,1,1,5
4106166741,TRUE,1,1,1,5
4108839527,TRUE,1,0,NA,NA
4104611046,TRUE,1,0,NA,NA
4103314989,TRUE,2,0,NA,NA
4108236972,TRUE,1,1,1,6
4109777139,TRUE,1,1,1,9
4108125146,TRUE,1,1,NA,5
4105627884,TRUE,1,1,0,8
4103068996,TRUE,1,1,0,3
4109821287,TRUE,2,1,1,4
4100604380,TRUE,1,1,1,10
4104074655,TRUE,1,1,0,9
4109104438,TRUE,1,1,0,8
4101638844,TRUE,1,1,0,6
4106265265,TRUE,1,1,0,6
4109269635,TRUE,1,1,NA,6
4108692357,TRUE,1,1,1,NA
4108546968,TRUE,1,0,NA,NA
4102267261,TRUE,1,1,1,5
4102157065,TRUE,1,1,1,7
4104262940,TRUE,1,1,1,10
4105443045,TRUE,1,0,NA,NA
4107831171,TRUE,1,0,NA,NA
4106801799,TRUE,1,1,0,9
4109910951,TRUE,2,1,1,7
4104250417,TRUE,1,0,NA,NA
4106464849,TRUE,1,1,1,5
4106474201,TRUE,1,0,NA,NA
4107800979,TRUE,1,1,1,10
4105929968,TRUE,1,1,0,6
4100621850,TRUE,1,0,NA,NA
4109471483,TRUE,1,1,1,6
4100497199,TRUE,1,1,1,4
4106619540,TRUE,1,1,1,8
4101910949,TRUE,2,1,0,4
4107263281,TRUE,1,0,NA,NA
4109688658,TRUE,2,0,NA,NA
4105782029,TRUE,1,1,1,NA
4107884705,TRUE,1,1,0,9
4107888906,TRUE,1,1,NA,7
4105428145,TRUE,1,1,1,9
4100434933,TRUE,1,1,0,7
4106632941,TRUE,1,1,0,7
4104462248,TRUE,2,1,1,5
4108839757,TRUE,1,0,NA,NA
4105991762,TRUE,1,1,1,7
4104808095,TRUE,1,1,1,7
4107509692,TRUE,2,1,1,10
4107045532,TRUE,1,1,1,9
4108964539,TRUE,1,1,1,NA
4105726946,TRUE,2,1,1,5
4108063732,TRUE,1,0,NA,NA
4106607867,TRUE,1,1,1,7
4108815616,TRUE,1,1,0,5
4103095617,TRUE,1,1,1,6
4105471981,TRUE,1,1,1,7
4106306870,TRUE,1,1,0,8
4101403467,TRUE,1,1,0,3
4107009803,TRUE,1,1,1,7
4101555760,TRUE,1,1,0,6
4103363393,TRUE,2,0,NA,NA
4109401798,TRUE,1,1,1,NA
4103608711,TRUE,2,1,0,7
4109775905,TRUE,1,0,NA,NA
4100961210,TRUE,1,1,1,7
4108048884,TRUE,1,0,NA,NA
4102097277,TRUE,2,0,NA,NA
4100274673,TRUE,2,1,0,7
4102672064,TRUE,1,1,1,5
4103771624,TRUE,1,1,0,6
4109623329,TRUE,1,1,1,4
4109973740,TRUE,1,1,1,4
4102287719,TRUE,1,0,NA,NA
4100367485,TRUE,1,0,NA,NA
4102427113,TRUE,2,1,0,7
4107908790,TRUE,1,1,1,8
4101355924,TRUE,1,1,1,4
4100801848,TRUE,1,1,NA,4
4105336939,TRUE,1,1,1,6
4109074454,TRUE,1,1,0,4
4103603791,TRUE,1,0,NA,NA
4107327466,TRUE,1,1,1,6
4100596210,TRUE,1,0,NA,NA
4108830151,TRUE,1,1,0,NA
4103819467,TRUE,1,0,NA,NA
4104780329,TRUE,1,1,0,7
4103927684,TRUE,1,1,1,5
4103305999,TRUE,2,0,NA,NA
4107971619,TRUE,1,1,0,3
4105099194,TRUE,1,1,1,2
4105877566,TRUE,1,1,1,2
4102679515,TRUE,1,1,NA,5
4108663310,TRUE,2,1,1,7
4103462622,TRUE,1,0,NA,NA
4102679910,TRUE,1,1,0,9
4103045997,TRUE,2,1,0,8
4109886125,TRUE,2,1,0,5
4103217000,TRUE,1,0,NA,NA
4102582726,TRUE,1,1,0,10
4103490545,TRUE,1,1,1,8
4107559893,TRUE,2,1,1,10
4109617315,TRUE,1,1,1,6
4105614860,TRUE,1,1,1,5
4106368628,TRUE,1,1,0,10
4100337945,TRUE,1,0,NA,NA
4105379020,TRUE,1,0,NA,NA
4103243955,TRUE,1,0,NA,NA
4101767098,TRUE,1,1,1,7
4100628781,TRUE,1,1,0,5
4103456228,TRUE,2,1,1,5
4108943548,TRUE,1,1,1,6
4100781169,TRUE,1,1,1,9
4103888523,TRUE,1,1,0,5
4100394578,TRUE,2,1,0,7
4106963485,TRUE,1,0,NA,NA
4109115675,TRUE,1,0,NA,NA
4106332571,TRUE,1,1,1,7
4106092944,TRUE,1,1,0,10
4106504190,TRUE,1,0,NA,NA
4105065838,TRUE,1,0,NA,NA
4106013284,TRUE,1,1,1,9
4105466577,TRUE,1,1,1,7
4105547485,TRUE,1,0,NA,NA
4104182714,TRUE,1,0,NA,NA
4109846725,TRUE,2,1,0,5
4104454449,TRUE,2,1,0,2
4103997726,TRUE,1,1,NA,4
4107892760,TRUE,1,1,0,10
4105177263,TRUE,1,1,NA,4
4100880181,TRUE,1,1,1,4
4103345041,TRUE,1,1,1,3
4107284560,TRUE,1,1,1,NA
4100218506,TRUE,1,1,1,5
4104986302,TRUE,1,1,1,6
4104113631,TRUE,1,0,NA,NA
4107066984,TRUE,1,0,NA,NA
4109451694,TRUE,1,1,NA,4
4100731437,TRUE,1,1,0,7
4100370449,TRUE,1,1,1,3
4104850629,TRUE,1,1,1,9
4106337037,TRUE,1,1,0,8
4107177125,TRUE,2,0,NA,NA
4107917527,TRUE,1,1,0,7
4106014613,TRUE,1,1,0,7
4105370782,TRUE,1,0,NA,NA
4109205654,TRUE,2,0,NA,NA
4101711172,TRUE,1,1,0,7
4105421305,TRUE,2,1,1,10
4105353514,TRUE,1,0,NA,NA
4100112165,TRUE,1,1,1,5
4109091943,TRUE,1,1,1,2
4107846887,TRUE,2,1,1,5
4105704424,TRUE,1,1,1,4
4108173350,TRUE,1,1,0,4
4100874486,TRUE,1,1,1,7
4104335451,TRUE,1,0,NA,NA
4104092326,TRUE,1,1,1,8
4104821890,TRUE,1,1,1,2
4101600082,TRUE,1,1,1,10
4107402538,TRUE,2,0,NA,NA
4103294030,TRUE,1,1,1,8
4102061037,TRUE,1,1,0,5
4102614084,TRUE,2,1,0,4
4107211448,TRUE,1,1,0,6
4104587433,TRUE,1,1,NA,9
4109466983,TRUE,1,0,NA,NA
4108971503,TRUE,1,0,NA,NA
4101406676,TRUE,1,1,1,7
4100957605,TRUE,2,1,1,10
4107494107,TRUE,1,1,1,7
4107915582,TRUE,2,1,1,7
4106888683,TRUE,1,1,1,6
4100010058,TRUE,2,1,1,4
4108422257,TRUE,1,1,1,3
4104389128,TRUE,2,0,NA,NA
4105583304,TRUE,1,1,0,7
4101761627,TRUE,2,0,NA,NA
4107229994,TRUE,1,1,1,7
4102805242,TRUE,1,1,1,<NA>
4100526470,TRUE,1,1,1,5
4109389809,TRUE,1,1,1,10
4107173144,TRUE,2,0,NA,NA
4103762524,TRUE,1,1,NA,6
4109416707,TRUE,1,0,NA,NA
4106718154,TRUE,1,1,1,7
4104689898,TRUE,1,1,1,6
4107691652,TRUE,1,0,NA,NA
4100877261,TRUE,1,1,1,5
4100416029,TRUE,1,1,1,5
4103587532,TRUE,1,1,0,7
4106672485,TRUE,2,1,1,10
4105218243,TRUE,1,0,NA,NA
4108439350,TRUE,1,1,1,5
4101086123,TRUE,1,1,1,2
4106658531,TRUE,1,1,0,8
4106122487,TRUE,1,0,NA,NA
4104423541,TRUE,1,1,1,7
4108280360,TRUE,2,1,0,4
4104945318,TRUE,1,1,0,10
4108047142,TRUE,2,0,NA,NA
4107808555,TRUE,1,1,1,7
4100123984,TRUE,1,0,NA,NA
4108762161,TRUE,1,0,NA,NA
4102320350,TRUE,1,1,1,6
4103886803,TRUE,1,1,1,4
4105907853,TRUE,1,1,1,5
4109922146,TRUE,1,1,1,6
4100148629,TRUE,1,1,1,7
4104435165,TRUE,2,1,0,5
4101782268,TRUE,1,0,NA,NA
4107900674,TRUE,1,1,1,9
4100936132,TRUE,1,1,1,7
4101395820,TRUE,1,1,0,6
4108080328,TRUE,1,1,0,8
4104799865,TRUE,1,0,NA,NA
4105892216,TRUE,1,1,0,4
4102332153,TRUE,1,1,0,5
4107487840,TRUE,1,1,1,5
4107067836,TRUE,1,1,0,5
4105057029,TRUE,1,0,NA,NA
4109553402,TRUE,1,1,1,9
4108355638,TRUE,1,1,1,3
4102216228,TRUE,1,1,1,NA
4100570207,TRUE,1,1,1,NA
4101359181,TRUE,1,1,1,4
4104002506,TRUE,2,1,0,6
4102958038,TRUE,2,1,0,6
4106801303,TRUE,1,1,0,9
4100355564,TRUE,1,0,NA,NA
4107639605,TRUE,2,1,NA,10
4102077337,TRUE,2,1,0,9
4105006278,TRUE,1,1,NA,8
4109387881,TRUE,2,1,0,5
4100873530,TRUE,1,1,1,5
4109602045,TRUE,1,0,NA,NA
4108133767,TRUE,1,1,1,2
4102349235,TRUE,1,1,1,2
4103408868,TRUE,1,1,0,5
4108222402,TRUE,1,1,0,5
4106958883,TRUE,1,0,NA,NA
4106794225,TRUE,2,0,NA,NA
4105498355,TRUE,1,0,NA,NA
4106059441,TRUE,1,1,NA,6
4106076702,TRUE,2,1,1,7
4106070481,TRUE,1,1,1,6
4109768520,TRUE,1,1,0,7
4101108574,TRUE,1,1,1,5
4102894877,TRUE,1,0,NA,NA
4107733458,TRUE,1,1,1,5
4109667309,TRUE,1,0,NA,NA
4103372089,TRUE,1,0,NA,NA
4101255697,TRUE,1,0,NA,NA
4106719741,TRUE,1,1,0,9
4109956614,TRUE,1,0,NA,NA
4103680220,TRUE,1,1,1,10
4107270544,TRUE,1,1,1,9
4104890938,TRUE,1,1,0,4
4102406704,TRUE,2,0,NA,NA
4102625215,TRUE,1,1,1,7
4103680144,TRUE,1,0,NA,NA
4106262884,TRUE,1,1,NA,2
4102520647,TRUE,2,1,1,9
4107959165,TRUE,1,1,1,9
4104832488,TRUE,1,0,NA,NA
4106206527,TRUE,1,1,NA,5
4100441250,TRUE,2,1,NA,5
4103278726,TRUE,1,0,NA,NA
4108050565,TRUE,2,1,1,2
4106646087,TRUE,1,1,1,4
4107016999,TRUE,1,1,0,9
4109685138,TRUE,1,1,1,9
4105306747,TRUE,1,1,0,6
4108386643,TRUE,2,1,0,6
4102273896,TRUE,1,1,1,10
4104987652,TRUE,1,1,NA,5
4103445662,TRUE,1,0,NA,NA
4100170836,TRUE,2,1,0,5
4101642381,TRUE,1,1,1,1
4102917012,TRUE,1,1,0,6
4106388726,TRUE,1,1,0,NA
4107332891,TRUE,1,1,1,8
4104106474,TRUE,1,1,0,6
4101266479,TRUE,2,0,NA,NA
4101562988,TRUE,2,1,1,7
4104783777,TRUE,1,0,NA,NA
4100178542,TRUE,1,1,NA,5
4107787189,TRUE,1,0,NA,NA
4101827709,TRUE,1,1,0,1
4108641609,TRUE,1,1,0,10
4101939224,TRUE,1,1,1,1
4103325746,TRUE,1,0,NA,NA
4108272990,TRUE,1,1,1,9
4105525945,TRUE,1,1,1,NA
4104917835,TRUE,1,1,1,6
4108706295,TRUE,1,1,0,7
4104608314,TRUE,1,1,1,4
4108076613,TRUE,1,1,1,NA
4101500779,TRUE,1,1,1,8
4103031609,TRUE,1,1,1,8
4107518174,TRUE,1,0,NA,NA
4102854976,TRUE,1,1,0,10
4104193599,TRUE,1,1,1,3
4106327345,TRUE,1,1,1,7
4101422522,TRUE,1,0,NA,NA
4100697193,TRUE,2,1,1,10
4105575931,TRUE,1,1,1,8
4105596754,TRUE,1,1,0,6
4104788619,TRUE,1,1,1,5
4101624025,TRUE,1,1,0,5
4102381233,TRUE,1,1,0,2
4106574868,TRUE,1,0,NA,NA
4100904155,TRUE,1,1,0,7
4107003587,TRUE,2,0,NA,NA
4109794676,TRUE,1,1,1,5
4101716237,TRUE,1,0,NA,NA
4104694496,TRUE,2,1,1,8
4109351144,TRUE,2,1,NA,4
4107190633,TRUE,1,1,1,8
4101555304,TRUE,2,1,1,5
4103554453,TRUE,1,1,1,5
4103599727,TRUE,1,1,0,4
4107392876,TRUE,1,1,0,4
4109734099,TRUE,1,1,0,6
4107121313,TRUE,1,1,0,9
4103635262,TRUE,2,1,1,9
4108758960,TRUE,1,1,1,7
4101828838,TRUE,1,1,1,4
4104864750,TRUE,1,1,1,4
4109069462,TRUE,2,1,1,5
4105571700,TRUE,1,1,1,10
4104842049,TRUE,1,1,1,5
4102587958,TRUE,1,1,1,NA
4102465920,TRUE,2,1,NA,6
4107036685,TRUE,1,0,NA,NA
4104665902,TRUE,2,1,1,3
4100352958,TRUE,1,1,1,8
4107712681,TRUE,1,0,NA,NA
4108621224,TRUE,1,1,NA,7
4104314594,TRUE,1,1,1,5
4104178850,TRUE,1,0,NA,NA
4108068804,TRUE,1,1,0,9
4101726463,TRUE,2,1,1,6
4103629181,TRUE,1,1,0,5
4109114871,TRUE,1,0,NA,NA
4107575495,TRUE,1,1,0,6
4103833535,TRUE,1,1,1,6
4101661434,TRUE,1,1,1,7
4100313122,TRUE,1,1,0,3
4106031966,TRUE,1,1,0,4
4102055884,TRUE,1,1,0,8
4103520344,TRUE,1,1,1,NA
4101148237,TRUE,1,1,0,5
4107493122,TRUE,1,1,0,6
4108749019,TRUE,1,1,1,7
4107386058,TRUE,1,1,0,5
4103654085,TRUE,1,1,0,9
4107457025,TRUE,1,1,1,6
4101055440,TRUE,1,0,NA,NA
4101234983,TRUE,1,1,1,<NA>
4105978363,TRUE,1,1,0,4
4107379369,TRUE,2,1,1,4
4101033282,TRUE,1,0,NA,NA
4105846105,TRUE,2,0,NA,NA
4101694429,TRUE,1,1,0,NA
4106534308,TRUE,1,1,NA,1
4108846094,TRUE,2,1,1,9
4102262627,TRUE,2,1,NA,6
4109943184,TRUE,1,0,NA,NA
4100140581,TRUE,2,1,1,5
4105626913,TRUE,2,0,NA,NA
4102220589,TRUE,1,0,NA,NA
4106844088,TRUE,1,0,NA,NA
4105556070,TRUE,1,0,NA,NA
4103896835,TRUE,2,1,1,9
4109171413,TRUE,1,1,1,4
4100229347,TRUE,2,1,1,8
4106736612,TRUE,1,1,1,5
4105501194,TRUE,2,1,1,7
4107350287,TRUE,1,1,1,9
4105530741,TRUE,1,0,NA,NA
4103737646,TRUE,1,1,1,5
4109054351,TRUE,2,0,NA,NA
4108233478,TRUE,1,1,0,6
4102758639,TRUE,1,0,NA,NA
4100641657,TRUE,1,1,1,3
4104158214,TRUE,1,1,0,5
4100153715,TRUE,1,1,1,10
4102859562,TRUE,1,0,NA,NA
4101392040,TRUE,1,1,1,6
4108671454,TRUE,1,1,0,7
4103185588,TRUE,1,1,NA,6
4108664319,TRUE,2,1,1,7
4104722740,TRUE,1,1,1,6
4109583402,TRUE,1,1,0,7
4104328806,TRUE,1,1,1,10
4100640502,TRUE,1,1,1,7
4108698921,TRUE,1,1,1,4
4106806846,TRUE,1,1,1,4
4101255474,TRUE,1,0,NA,NA
4108218577,TRUE,1,1,1,8
4102986171,TRUE,1,0,NA,NA
4108841132,TRUE,1,0,NA,NA
4106015815,TRUE,1,1,0,9
4109698874,TRUE,1,0,NA,NA
4108149513,TRUE,1,1,1,4
4103981214,TRUE,1,1,NA,7
4100886886,TRUE,1,1,0,7
4109875006,TRUE,1,1,1,2
4106839793,TRUE,1,1,1,8
4108483991,TRUE,1,1,1,4
4101153111,TRUE,2,1,NA,6
4103803451,TRUE,1,1,1,6
4107820523,TRUE,2,0,NA,NA
4109737959,TRUE,1,0,NA,NA
4101199769,TRUE,1,0,NA,NA
4105118782,TRUE,1,1,1,7
4109982378,TRUE,1,1,1,5
4108017916,TRUE,1,1,0,5
4107708379,TRUE,1,1,0,5
4100004537,TRUE,1,1,NA,7
4103894438,TRUE,2,1,0,4
4101753743,TRUE,1,1,0,2
4108981139,TRUE,2,0,NA,NA
4109423197,TRUE,1,1,1,6
